Judul,Penulis,Rating,Jumlah_Voter,Link_Cover,Halaman_Sumber
"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,4.28,26930,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486484628i/34186576._SX50_.jpg,9
John Adams,David McCullough,4.08,377836,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1478144278i/2203._SX50_.jpg,9
The Book of Mormon: Another Testament of Jesus Christ,Joseph Smith Jr.,4.23,91151,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327389004i/323355._SX50_.jpg,9
Rosencrantz and Guildenstern Are Dead,Tom Stoppard,4.04,93040,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1338735611i/18545._SY75_.jpg,9
Possession,A.S. Byatt,3.9,84438,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1391124124i/41219._SY75_.jpg,9
"The Death Cure (The Maze Runner, #3)",James Dashner,3.78,500212,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1303997647i/7864437._SY75_.jpg,9
Under the Dome,Stephen  King,3.93,324052,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1511289992i/6320534._SY75_.jpg,9
Stoner,John  Williams,4.35,248776,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1742326950i/166997._SY75_.jpg,9
Babel,R.F. Kuang,4.14,470256,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1677361825i/57945316._SY75_.jpg,9
The Agony and the Ecstasy,Irving Stone,4.09,96837,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327879079i/321552._SY75_.jpg,9
"Pretties (Uglies, #2)",Scott Westerfeld,3.83,279978,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388314207i/24768._SX50_.jpg,9
"Alanna: The First Adventure (Song of the Lioness, #1)",Tamora Pierce,4.27,136787,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388206270i/13831._SY75_.jpg,9
House of Sand and Fog,Andre Dubus III,3.86,136340,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519083021i/38311414._SX50_.jpg,9
Papillon,Henri Charrière,4.23,75730,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327865561i/6882._SY75_.jpg,9
"Odd Thomas (Odd Thomas, #1)",Dean Koontz,3.99,276335,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388245669i/14995._SY75_.jpg,9
"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,4.39,110292,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1326469854i/12842828._SX50_.jpg,9
Bury My Heart at Wounded Knee: An Indian History of the American West,Dee Brown,4.26,102401,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1604058784i/76401._SX50_.jpg,9
"The Sisterhood of the Traveling Pants (Sisterhood, #1)",Ann Brashares,3.85,734300,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1461611233i/452306._SY75_.jpg,9
Veronika Decides to Die,Paulo Coelho,3.74,242614,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348139939i/1431._SY75_.jpg,9
The Elegance of the Hedgehog,Muriel Barbery,3.81,200018,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347755370i/2967752._SY75_.jpg,9
"Lover Unbound (Black Dagger Brotherhood, #5)",J.R. Ward,4.31,141246,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1351276662i/304027._SY75_.jpg,9
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,897553,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1550917827i/1202._SX50_.jpg,9
The Sirens of Titan,Kurt Vonnegut Jr.,4.15,157990,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1419363185i/4982._SY75_.jpg,9
On Writing: A Memoir of the Craft,Stephen  King,4.34,318103,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1436735207i/10569._SY75_.jpg,9
The Communist Manifesto,Karl Marx,3.68,198113,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1740105815i/30474._SY75_.jpg,9
How to Win Friends & Influence People,Dale Carnegie,4.22,1149389,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442726934i/4865._SX50_.jpg,9
"Consequences (Consequences, #1)",Aleatha Romig,3.92,43313,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1350233855i/12368985._SY75_.jpg,9
A Heartbreaking Work of Staggering Genius,Dave Eggers,3.69,183697,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327714834i/4953._SY75_.jpg,9
The Bonfire of the Vanities,Tom Wolfe,3.92,87163,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1542903489i/2666._SY75_.jpg,9
"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,4.46,2694506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1585623092i/50659472._SX50_.jpg,9
"Truth (Consequences, #2)",Aleatha Romig,4.34,32561,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398768721i/16070018._SY75_.jpg,9
Corelli’s Mandolin,Louis de Bernières,4.03,92820,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1479680795i/3388._SY75_.jpg,9
"A Canticle for Leibowitz (St. Leibowitz, #1)",Walter M. Miller Jr.,3.99,119432,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1450516880i/164154._SY75_.jpg,9
Meditations,Marcus Aurelius,4.28,348802,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421618636i/30659._SY75_.jpg,9
Song of Solomon,Toni Morrison,4.16,127557,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1632283992i/11334._SY75_.jpg,9
Holy Bible: New International Version,Anonymous,4.63,97581,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1631965680i/280111._SY75_.jpg,9
"Prodigy (Legend, #2)",Marie Lu,4.22,281493,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1336254717i/13414446._SY75_.jpg,9
The Aeneid,Virgil,3.87,143446,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386923968i/12914._SY75_.jpg,9
The Witch of Blackbird Pond,Elizabeth George Speare,4.03,160311,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1345499790i/703292._SY75_.jpg,9
"The Alienist (Dr. Laszlo Kreizler, #1)",Caleb Carr,4.06,181457,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388256626i/40024._SY75_.jpg,9
Something Wicked This Way Comes,Ray Bradbury,3.89,153899,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1409596011i/248596._SY75_.jpg,9
"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,193521,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1334491180i/852470._SX50_.jpg,9
Prodigal Summer,Barbara Kingsolver,4.05,128198,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1426308771i/14249._SY75_.jpg,9
"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.71,808555,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1546503932i/9416._SX50_.jpg,9
Around the World in Eighty Days,Jules Verne,3.95,282516,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1684014860i/54479._SY75_.jpg,9
"Storm Front (The Dresden Files, #1)",Jim  Butcher,3.97,378269,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1572991273i/47212._SY75_.jpg,9
Battle Royale,Koushun Takami,4.26,85628,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331235272i/57891._SY75_.jpg,9
"Killing Sarai (In the Company of Killers, #1)",J.A. Redmerski,4.08,32755,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389883928i/20559676._SY75_.jpg,9
The Drowning Woman,Robyn Harding,4.03,161326,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1681110477i/62874245._SY75_.jpg,9
The Trigger: Hunting the Assassin Who Brought the World to War,Tim Butcher,3.81,4070,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388535774i/18300212._SY75_.jpg,9
This Is How You Lose the Time War,Amal El-Mohtar,3.84,334882,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1759084233i/43352954._SY75_.jpg,9
"Love Story (Love Story, #1)",Erich Segal,3.65,64347,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388812297i/73968._SY75_.jpg,9
"The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency, #1)",Alexander McCall Smith,3.81,275831,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1459953654i/7061._SY75_.jpg,9
Digital Fortress,Dan    Brown,3.71,665178,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360095966i/11125._SY75_.jpg,9
Ficciones,Jorge Luis Borges,4.4,79152,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1621713120i/426504._SY75_.jpg,9
Jitterbug Perfume,Tom Robbins,4.23,80871,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388607752i/8682._SY75_.jpg,9
Howl and Other Poems,Allen Ginsberg,4.13,119240,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1668784961i/6295._SX50_.jpg,9
Murder on Family Grounds (Mary Wandwalker #3),Susan  Rowland,4.29,16701,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1705391004i/205338104._SX50_.jpg,9
"Tempted (House of Night, #6)",P.C. Cast,3.95,174153,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1408633041i/6262365._SY75_.jpg,9
"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,3.99,422083,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1407111017i/34497._SY75_.jpg,9
Anthem,Ayn Rand,3.61,167033,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388190459i/667._SY75_.jpg,9
"The High Auction (Wisdom Revolution, #1)",Misba,4.69,16578,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643167769i/60215314._SY75_.jpg,9
"One Fish, Two Fish, Red Fish, Blue Fish",Dr. Seuss,4.18,215532,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1165640023i/7770._SX50_.jpg,9
Ivanhoe,Walter  Scott,3.76,99124,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1715643510i/6440._SY75_.jpg,9
"Rubinrot (Edelstein-Trilogie, #1)",Kerstin Gier,4.14,171426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327918185i/6325285._SX50_.jpg,9
"Ender's Shadow (The Shadow Series, #1)",Orson Scott Card,4.32,179944,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1424904668i/9532._SY75_.jpg,9
"It Ain't Me, Babe (Hades Hangmen, #1)",Tillie Cole,4.04,55969,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398707039i/22020052._SY75_.jpg,9
"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.7,13548,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1643167654i/60215458._SY75_.jpg,9
"The Assassin's Blade (Throne of Glass, #0.1-0.5)",Sarah J. Maas,4.2,1169632,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1384362444i/18243700._SX50_.jpg,9
"Tears of Tess (Monsters in the Dark, #1)",Pepper Winters,3.98,43239,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372821993i/18134894._SY75_.jpg,10
"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,4.24,347330,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1519425615i/27774758._SY75_.jpg,10
The Magic Mountain,Thomas Mann,4.13,61654,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1645738968i/88077._SY75_.jpg,10
The Story of My Life,Helen Keller,4.07,151023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320429331i/821611._SY75_.jpg,10
"Princess Academy (Princess Academy, #1)",Shannon Hale,4.04,122030,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349410861i/85990._SY75_.jpg,10
One Day,David Nicholls,3.88,409686,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873020i/6280118._SY75_.jpg,10
"A Darker Shade of Magic (Shades of Magic, #1)",V.E. Schwab,4.03,430875,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1758833715i/22055262._SY75_.jpg,10
The Power of Myth,Joseph Campbell,4.26,53774,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327878742i/35519._SY75_.jpg,10
The Namesake,Jhumpa Lahiri,4.02,283929,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1480106986i/33917._SY75_.jpg,10
Mistress Suffragette,Diana   Forbes,4.29,4559,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1489112488i/34521870._SX50_.jpg,10
"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,3.94,168492,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1371584712i/2052._SY75_.jpg,10
"Magical Midlife Awakening (Leveling Up, #10)",K.F. Breene,4.63,11726,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706048401i/205840559._SY75_.jpg,10
Orlando,Virginia Woolf,3.87,115135,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1443118010i/18839._SY75_.jpg,10
"The Poppy War (The Poppy War, #1)",R.F. Kuang,4.16,481507,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1515691735i/35068705._SY75_.jpg,10
Message in a Bottle,Nicholas Sparks,3.98,248071,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1163789140i/3478._SY75_.jpg,10
The Invention of Hugo Cabret,Brian Selznick,4.22,189649,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422312376i/9673436._SY75_.jpg,10
"Antigone (Theban Plays, #3)",Sophocles,3.68,176720,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1486701308i/7728._SY75_.jpg,10
"Fablehaven (Fablehaven, #1)",Brandon Mull,4.14,177893,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1460309528i/44652._SX50_.jpg,10
Walk Two Moons,Sharon Creech,4.0,173589,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862i/53496._SY75_.jpg,10
Socialism Is Dead! Long Live Socialism!: The Marx Code—Socialism with a Human Face:,Todor Bombov,4.3,12620,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1490032864i/34640476._SY75_.jpg,10
It's Kind of a Funny Story,Ned Vizzini,4.07,262110,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1420629730i/248704._SX50_.jpg,10
"Club Dead (Sookie Stackhouse, #3)",Charlaine Harris,4.02,244936,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501590i/140082._SY75_.jpg,10
The Shell Seekers,Rosamunde Pilcher,4.2,120783,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385213408i/37095._SY75_.jpg,10
Between Shades of Gray,Ruta Sepetys,4.37,276762,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327873479i/7824322._SX50_.jpg,10
"Living Dead in Dallas (Sookie Stackhouse, #2)",Charlaine Harris,3.96,262854,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329501808i/110494._SY75_.jpg,10
"Souls Unfractured (Hades Hangmen, #3)",Tillie Cole,4.41,28165,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1429054401i/22107214._SY75_.jpg,10
A Winter Grave,Peter  May,4.05,9543,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1671083731i/67998095._SY75_.jpg,10
The Polymorph,Max Nowaz,4.27,14645,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1675618392i/101265124._SY75_.jpg,10
The Corrections,Jonathan Franzen,3.85,198361,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355011305i/3805._SY75_.jpg,10
"Glass Houses (The Morganville Vampires, #1)",Rachel Caine,3.92,103540,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428057864i/27266._SY75_.jpg,10
Hard-Boiled Wonderland and the End of the World,Haruki Murakami,4.11,152538,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1399844477i/10374._SY75_.jpg,10
Still Alice,Lisa Genova,4.32,360513,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1236089972i/2153405._SY75_.jpg,10
Angle of Repose,Wallace Stegner,4.24,62095,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1329151576i/292408._SY75_.jpg,10
"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,4.38,654603,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1619538925i/68429._SY75_.jpg,10
The Jungle Books,Rudyard Kipling,4.01,89096,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349066474i/41684._SY75_.jpg,10
"Into the Wild (Warriors, #1)",Erin Hunter,4.32,120881,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327994729i/111332._SX50_.jpg,10
"Lover Revealed (Black Dagger Brotherhood, #4)",J.R. Ward,4.28,144453,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389646548i/42898._SY75_.jpg,10
Cryptonomicon,Neal Stephenson,4.23,116940,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327931476i/816._SY75_.jpg,10
The Marriage Portrait,Maggie O'Farrell,4.0,200337,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1655741851i/60353768._SX50_.jpg,10
An Abundance of Katherines,John Green,3.51,550027,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1360206426i/49750._SY75_.jpg,10
"The Edge of Never (The Edge of Never, #1)",J.A. Redmerski,4.21,150056,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358810128i/16081272._SY75_.jpg,10
"Mary Poppins (Mary Poppins, #1)",P.L. Travers,4.01,139345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1704135408i/152380._SX50_.jpg,10
I Am the Messenger,Markus Zusak,4.03,169803,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1398483261i/19057._SY75_.jpg,10
"The Girl in the Eagle's Talons (Millennium, #7)",Karin Smirnoff,3.42,19751,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1698252152i/75523433._SX50_.jpg,10
Jude the Obscure,Thomas Hardy,3.84,76017,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389403264i/50798._SY75_.jpg,10
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.16,821969,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421842784i/36072._SY75_.jpg,10
Geek Love,Katherine Dunn,3.95,72958,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1636594691i/13872._SY75_.jpg,10
"The Restaurant at the End of the Universe (The Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,4.2,316194,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1521213881i/8695._SY75_.jpg,10
"Small Gods (Discworld, #13)",Terry Pratchett,4.32,133506,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1390899426i/34484._SY75_.jpg,10
"The Passage (The Passage, #1)",Justin Cronin,4.05,223129,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327874267i/6690798._SY75_.jpg,10
"Haunting Adeline (Cat and Mouse, #1)",H.D. Carlton,3.94,881828,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1628900532i/58763686._SX50_.jpg,10
"Lover Avenged (Black Dagger Brotherhood, #7)",J.R. Ward,4.36,120426,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1321039998i/5098079._SY75_.jpg,10
"Winter (The Lunar Chronicles, #4)",Marissa Meyer,4.41,310995,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1470057036i/13206900._SX50_.jpg,10
"Mort (Discworld, #4; Death, #1)",Terry Pratchett,4.24,272085,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388181166i/386372._SY75_.jpg,10
The Moon Is a Harsh Mistress,Robert A. Heinlein,4.15,138917,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348768309i/16690._SY75_.jpg,10
Keep It in the Family,John Marrs,4.07,235697,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1755098318i/60109530._SY75_.jpg,10
Choke,Chuck Palahniuk,3.71,221154,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1624579622i/29059._SY75_.jpg,10
"Fire (Graceling Realm, #2)",Kristin Cashore,4.09,194059,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331535456i/6137154._SY75_.jpg,10
"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,4.71,1085580,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1673567331i/76715522._SY75_.jpg,10
Dandelion Wine,Ray Bradbury,4.09,78520,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1374049845i/50033._SY75_.jpg,10
Chasing the Devil: The Search for Africa's Fighting Spirit,Tim Butcher,4.13,1958,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1310975260i/7940583._SY75_.jpg,10
No Longer Human,Osamu Dazai,3.94,253247,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1422638843i/194746._SY75_.jpg,10
My Name Is Asher Lev,Chaim Potok,4.24,43487,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385056726i/11507._SY75_.jpg,10
"From Blood and Ash (Blood and Ash, #1)",Jennifer L. Armentrout,4.21,847042,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1734440654i/52831200._SY75_.jpg,10
The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.19,210385,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1393804353i/3109._SY75_.jpg,10
On Earth We're Briefly Gorgeous,Ocean Vuong,4.01,405732,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1615580168i/41880609._SX50_.jpg,10
Heartless,Marissa Meyer,4.09,257951,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1477740245i/18584855._SY75_.jpg,10
The Portrait of a Lady,Henry James,3.8,85170,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1502148606i/264._SY75_.jpg,10
"Iron Flame (The Empyrean, #2)",Rebecca Yarros,4.36,2583230,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1706724269i/90202302._SY75_.jpg,10
"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.18,621759,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1610493390i/50531218._SY75_.jpg,10
We Have Always Lived in the Castle,Shirley Jackson,3.91,295636,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1746532708i/89724._SY75_.jpg,10
A Room of One’s Own,Virginia Woolf,4.22,260638,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327883012i/18521._SY75_.jpg,10
"The Ballad of Songbirds and Snakes (The Hunger Games, #0)",Suzanne Collins,3.99,1178833,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1593892032i/51901147._SY75_.jpg,10
The Long Walk,Richard  Bachman,4.01,276192,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309212400i/9014._SY75_.jpg,10
Wild Swans: Three Daughters of China,Jung Chang,4.3,123713,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1440643710i/1848._SX50_.jpg,10
The Forgotten Garden,Kate Morton,4.16,238571,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1547843777i/3407877._SY75_.jpg,10
Living Fearless: Exchanging the Lies of the World for the Liberating Truth of God,Jamie Winship,4.44,4109,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1646026780i/59317244._SY75_.jpg,10
"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.12,388652,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1281995542i/19691._SX50_.jpg,10
"Worm Holes (Quantum Roots, #2)",Kyle Keyes,4.34,2097,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1487896475i/34384161._SX50_.jpg,10
"Finale (Hush, Hush, #4)",Becca Fitzpatrick,4.11,186958,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1362408156i/12751687._SY75_.jpg,10
Howards End,E.M. Forster,3.96,94843,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1518837828i/38374795._SX50_.jpg,10
"A Dead and Stormy Night (Nevermore Bookshop Mysteries, #1)",Steffanie Holmes,3.9,13904,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1764083110i/43594238._SY75_.jpg,10
"The Dark Tower (The Dark Tower, #7)",Stephen  King,4.29,189753,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1372296329i/5091._SY75_.jpg,10
"Kane & Abel (Kane & Abel, #1)",Jeffrey Archer,4.35,131130,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388965561i/78983._SY75_.jpg,10
Tender Is the Night,F. Scott Fitzgerald,3.77,149706,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559763775i/46164._SY75_.jpg,10
The White Tiger,Aravind Adiga,3.77,202796,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1710937569i/1768603._SY75_.jpg,10
"Inara (Godfrey Davis, #3)",A.R. Merrydew,4.35,6023,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1719253079i/215186841._SY75_.jpg,10
Pale Fire,Vladimir Nabokov,4.17,57600,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388155863i/7805._SY75_.jpg,10
The Bridges of Madison County,Robert James Waller,3.72,106679,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1344267141i/83674._SY75_.jpg,10
"The Eden Paradox (Eden Paradox, #1)",Barry Kirwan,4.21,16149,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1548629676i/43722869._SY75_.jpg,10
"The City of Ember (Book of Ember, #1)",Jeanne DuPrau,3.9,299102,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1591616783i/307791._SX50_.jpg,10
"Linger (The Wolves of Mercy Falls, #2)",Maggie Stiefvater,3.88,175345,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292482391i/6654313._SY75_.jpg,10
A Walk in the Woods: Rediscovering America on the Appalachian Trail,Bill Bryson,4.07,445759,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388189974i/9791._SY75_.jpg,10
"The Lies of Vampires and Slayers (Magic on Main Street, #1)",K.M. Shea,4.35,8703,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1701218507i/202901080._SY75_.jpg,10
"Forrest Gump (Forrest Gump, #1)",Winston Groom,4.01,72480,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1385313197i/186190._SY75_.jpg,10
